Year,attack_type,nearest_country,shore_distance,attack_description,vessel_status,Continent
2015,Boarded,VNM,9.94115980802762,"11.03.2015: 0500 LT: Posn: 10:15N – 107:02E, Vung Tau Anchorage, Vietnam.
Duty AB onboard an anchored bulk carrier noticed robbers on deck. He immediately informed the duty officer. Alarm raised and crew alerted. The robbers stole ship’s stores and escaped. No injury to crew.",Anchored,Asia
2020,Boarded,VNM,3.687064712420478,"14.06.2020: Posn: Vung Tau Anchorage, Vietnam.
Unnoticed, robbers boarded an anchored bulk carrier. They stole ship’s store and escaped. The robbery was discovered during the voyage to the next port.",Anchored,Asia
2018,Attempted,IDN,14.462360273420416,"21.04.2018: 1300 UTC: Posn: 00:14.33S - 117:35.07E, Muara Berau Anchorage, Samarinda, Indonesia. 
Robbers in a boat approached an anchored bulk carrier and attempted to board via the anchor chain. Duty crew directed lights towards the robbers and raised the alarm. Seeing the alerted crew, the robbers aborted their attempt and escaped in their boat.",Anchored,Asia
2018,Boarded,IDN,17.82500570920357,"27.03.2018: 2030 UTC:  Posn: 00:16.5S - 117:41.5E, Muara Berau Anchorage, Indonesia. 
Four robbers in a small boat approached an anchored bulk carrier. Two robbers boarded while another two waiting in the boat. Duty crew on routine rounds noticed the robbers and immediately raised the alarm. Seeing the alerted crew, the robbers escaped empty handed.",Anchored,Asia
2018,Boarded,IDN,28.552149304759247,"29.04.2018: 1600 - 2300 UTC: Posn: 01:24.7N - 104:46.8E, Around 16nm NE of Tanjung Berakit, Pulau Bintan, Indonesia.
Unnoticed robbers boarded an anchored general cargo ship. While carrying out routine deck work, the next day, the bosun noticed that the paint store padlock was broken and the door left opened. Further investigation showed that the padlocks to the garbage room, oxygen locker, acetylene locker and the bunker station were also broken into and the doors left open. On investigating nothing reported stolen.",Anchored,Asia
2019,Boarded,GIN,14.163915819073274,"14.05.2019: 0142 UTC: Posn: 09:23.94N – 013:41.26W, Conakry Anchorage, Guinea.
Four robbers armed with automatic rifles and knives boarded an anchored bulk carrier. They took the crew hostage, ransacked their cabins and stole ship's and crew cash and properties before escaping. Master was injured during the incident. The incident was reported to Conakry Port Control and a patrol boat came for investigation.",Anchored,Africa
2018,Boarded,PHL,7.586581248867901,"01.01.2018: 0300 LT: Posn: 14:33.5N - 120:54.7E, South Harbour Anchorage, Philippines. Around seven robbers boarded an anchored container ship stole ship's properties and escaped. The master reported the incident to the port authorities who notified the coast guard. A patrol boat was dispatched resulting in the perpetrators being apprehended and the stolen properties recovered.",Anchored,Asia
2018,Hijacked,BEN,14.759927724485644,"10.01.2018: Posn: Cotonou anchorage, Benin. 
The managers of an anchored product tanker informed the IMB that they had lost communications with their vessel. The IMB notified the Nigerian and Benin navies. On 16 January 2018, the managers reported that the vessel and its crew were safe and in Lagos, Nigeria where the Authorities were investigating the incident.",Anchored,Africa
2017,Boarded,PHL,22.848827732887404,"22.04.2017: 1940 UTC: 07:10.9N – 122:39.9E, Around 10nm SW of Olutanga Coast, Philippines.
Duty crew onboard an anchored container vessel noticed a small boat near the anchor chain and the hawse pipe cover opened and immediately informed the OOW, who raised the alarm. Two robbers were seen escaping from the vessel. Upon inspection, no stores were reported stolen. Incident reported to Davao coast guard and pilot station via VHF CH. 16.",Anchored,Asia
2020,Boarded,PER,14.83457498152155,"28.01.2020: 0818 UTC: Posn: 12:00.15S – 077:10.59W, Callao Anchorage, Peru.
Two unauthorised persons from two skiffs came alongside and boarded an anchored tanker. Duty watchman on security rounds noticed the persons on the forecastle deck. Alarm raised and crew mustered. Seeing the alerted crew, the persons jumped overboard and escaped. Port Authorities notified. Nothing reported stolen.",Anchored,Americas
2017,Boarded,IDN,3.5395822292213315,"23.02.2017: 0355 LT: Posn: 01:10.9N - 103:59.2E, Batu Ampar Anchorage, Batam, Indonesia.
Five robbers armed with a knife boarded an anchored offshore tug. Alert crew noticed the robbers on the CCTV cameras and raised the alarm. Seeing the crew alertness, the robbers escaped without stealing anything.",Anchored,Asia
2016,Boarded,PER,0.983751805988438,"20.07.2016: 0045 LT: Posn: Callao Anchorage, Peru.
Robbers boarded an anchored bulk carrier. Duty OS noticed the robbers at the forecastle and immediately informed the OOW. Alarm raised and crew mustered. Upon hearing the alarm and seeing the crew alertness, the robbers escaped without stealing anything. Incident reported to port control and local agent.",Anchored,Americas
2016,Boarded,IDN,14.125685265867045,"07.12.2016: 2200 LT: Posn: 00:14.39S – 117:35.09E, Muara Berau Anchorage, Samarinda, Indonesia.
Duty AB on routine rounds onboard an anchored bulk carrier noticed the skylight of forecastle store opened and the cover of the anchor chain removed. He also saw two robbers in a small boat leaving the vessel. The AB immediately informed the duty officer who raised the alarm and crew mustered. Upon inspection, it was found that ship’s stores were stolen. Incident reported to the Port Authorities through the local agents.",Anchored,Asia
2018,Attempted,VEN,13.537353056962653,"03.01.2018: 0700 UTC: Posn: 10:12N - 064:51W, Puerto Jose Anchorage, Venezuela. Five robbers armed with knives in a small boat attempted to board an anchored ship via the anchor chain. Duty AB noticed the robbers and reported to OOW, who raised the alarm. Seeing the alerted crew, the robbers abort the attempted boarding and escaped. Master contacted port control but did not receive a reply. All crew safe.",Anchored,Americas
2015,Boarded,IDN,21.63425714908793,"11.04.2015: 0350 LT: Posn: 01:25N - 104:37E, Around 12nm NNE of Bintan Island, Indonesia.
Duty AB onboard an anchored bulk carrier noticed robbers on the poop deck. He immediately informed the duty officer. Alarm raised and crew alerted. Seeing the crew alertness, the robbers escaped empty handed.",Anchored,Asia
2020,Boarded,IDN,3.963301053566461,"20.01.2020: 2145 UTC: Posn: Kabil Anchorage, Pulau Batam, Indonesia.
While anchored, a product tanker was boarded by two robbers. While they were stealing ship’s properties the crew noticed the robbers and managed to apprehend one of the robbers. The other robber escaped in a waiting boat along with two other accomplices. The crew handed over the robber to the Indonesian Marine Police who boarded the vessel for investigations.",Anchored,Asia
2020,Attempted,PHL,0.6065059187708252,"13.08.2020: 1700 UTC: Posn: 13:46.63N – 120:58.61E, BBTI Terminal, Batangas, Philippines.
Two robbers in a boat approached a berthed chemical tanker. One robber armed with a knife attempted to board the tanker via the stern mooring rope. Deck watchkeeper noticed the robbers and raised the alarm. Crew mustered. Hearing the alarm and seeing the crew alertness, the robbers aborted the attempted boarding and escaped in their boat. Port Authorities and Coast Guard informed.",Berthed,Asia
2019,Boarded,MAR,0.1687364697582933,"01.04.2019: 0600 UTC: Berth T36, Casablanca Port, Morocco.
Duty officer onboard a berthed bulk carrier, heard noises from the boat deck. As he approached the area, he noticed the life raft cover was opened and two robbers stealing the equipment. Seeing the duty officer, the robbers jumped overboard and escaped. Incident reported to the Port Authority. Subsequently, the Harbour Master, Port Police and PSC Inspector boarded the ship to investigate.",Berthed,Africa
2019,Boarded,VEN,3.453849781488081,"26.04.2019: 0200 UTC: Posn: 10:12.3N – 064:45.9W, Puerto Jose Anchorage, Venezuela.
Six persons in a small boat with an outboard motor approached and boarded an anchored tanker. Duty crew on routine rounds noticed the robbers and raised the alarm. Hearing the alarm and seeing the crew alertness, the robbers escaped in their boat. A search was carried out. Nothing reported stolen. Incident reported to the Coast Guard through the local agents.",Anchored,Americas
2018,Boarded,PER,3.9404015388933007,"24.11.2018: 0505 UTC: Posn: 12:01.4S - 077:11.3W, Callao Anchorage, Peru.
During routine rounds, duty crew onboard an anchored vehicle carrier noticed a masked robber on the forecastle deck and immediately informed the bridge. Alarm raised, ship’s whistle sounded and crew mustered. Port control informed via VHF. Upon investigation, ship’s stores were reported stolen.",Anchored,Americas
2016,Boarded,IDN,1.4611511048788806,"28.07.2016: 0520 LT: Posn: SDS Terminal, Lubuk Gaung, Indonesia.
Six robbers armed with knives boarded a berthed product tanker and entered the engine room. They took hostage the Oiler and 3/E, stole ship’s spares and 3/E's personal effects and escaped. Incident reported to the Port Control.",Berthed,Asia
2018,Boarded,NGA,0.466455842347299,"28.03.2018: 0400 UTC: Posn: MRS Terminal, ALPHA-Jetty, Lagos Port, Nigeria. 
Two robbers boarded a berthed tanker. Duty watchman on routine rounds spotted the robbers trying to hide near a forward cargo tank dome with a flexible hose. D/O notified. Alarm raised and crew mustered. Upon hearing the alarm and seeing the crew alertness, the robbers escaped. Two skiffs with eight robbers were seen moving away from the tanker. The Terminal Watchman and Jetty Duty Officer immediately boarded and searched the tanker. Nothing reported stolen.",Berthed,Africa
2017,Boarded,IDN,15.36807770300995,"13.10.2017: 1705 UTC: Posn: 00:13.71S - 117:35.38E, Muara Berau Anchorage, Samarinda, Indonesia.
Two robbers in a wooden craft boarded an anchored bulk carrier via the anchor chain. They stole ship’s properties and threatened duty AB with knives. As the robbers were escaping, with stolen ship’s properties, the duty AB raised the alarm and crew alerted. Local agent informed.",Anchored,Asia
2015,Boarded,VNM,11.421461836881097,"11.05.2015: 1230 LT: Posn: 10:12.79N – 107:04.54E, Around 6.5nm South of Vung Tau, Vietnam.
Robbers in a fishing boat came alongside and boarded an anchored bulk carrier with a hook attached with rope. They broke two padlocks of the deck stores and stole ship’s stores and escaped. Alarm raised and crew made a thorough search and found several footprints on the deck. Incident reported to port control.",Anchored,Asia
2020,Boarded,VNM,5.929991776321506,"21.05.2020: 1830-2150 UTC: Posn: 20:57.2N - 107:18.8E, Campha Anchorage, Vietnam.
Unnoticed, robbers boarded an anchored bulk carrier and stole ship’s stores. The incident was noticed after the completion of cargo operations. Incident reported to local agent.",Anchored,Asia
2017,Boarded,PHL,5.32613417862906,"14.07.2017: 1130 UTC: Posn: 14:33.3N – 120:55.2E, Manila South Harbour Anchorage, Philippines.
Two robbers boarded an anchored container ship via the hawse pipe. Duty watch keeper informed the Chief Officer who raised the alarm. Crew mustered and moved towards the forward. Seeing the alerted crew, the robbers escaped with ship’s properties. Manila VTMS informed. The coast guard boarded the ship for investigation.",Anchored,Asia
2015,Boarded,BGD,8.391467748993648,"17.05.2015: 0240 LT: Posn: 22:12N – 091:43E, Chittagong Outer Anchorage 'B', Bangladesh.
Three robbers armed with long knives boarded an anchored general cargo ship using a hook attached with rope. Duty crew noticed the robbers and raised the alarm, sounded ship’s whistle, directed search lights towards forecastle and crew mustered. Seeing the crew alertness, the robbers escaped empty handed in their boat. Port Control and Coast Guard informed. A coast guard boat came for assistance and investigation.",Anchored,Asia
2016,Attempted,NGA,10.01287675072084,"12.12.2016: 0533 LT: Posn: 06:18.31N - 003:21.66E, Lagos Anchorage, Nigeria.
Three robbers in a small speed boat attempted to board an anchored product tanker using ropes. Alarm raised and crew mustered in the accommodation. The armed security team onboard fired warning shots resulting in the robbers aborting the attempted attack and moved away. Authorities informed.",Anchored,Africa
2019,Boarded,PER,3.282550977526029,"30.09.2019: 0655 UTC: Posn: Callao Port, Peru.
Robbers boarded an anchored bulk carrier. They took hostage the duty AB and tied his hands. When the duty officer did not receive a response from the duty AB he order other crew to investigate. Upon arriving at the forecastle, the crew saw the duty AB, who raised the alarm. hearing the alerted crew the robbers escaped. The duty AB was unharmed. Two mooring ropes were reported missing. Incident reported to the port authority and local agent.",Anchored,Americas
2019,Boarded,SLE,20.177231233674483,"21.07.2019: 0240 UTC: Posn: 08:28.1N – 013:28.1W, Freetown Anchorage, Sierra Leone.
Five robbers armed with knives in a small wooden boat approached and boarded an anchored container ship using a rope attached with a hook. The robbers took hostage the duty crew and stole his personal belongings and ship’s properties. Alert crew noticed the robbers and raised the alarm. All doors locked and crew mustered. Hearing the alarm and seeing the crew alertness, the robbers escaped. Port Control informed. During the incident the duty crew sustained injuries.",Anchored,Africa
2018,Boarded,IDN,25.11328174610541,"05.05.2018: 0800 UTC: Posn: 01:27.4N - 104:36.3E, Around 12nm NNE of Tanjung Berakit, Bintan Island,  Indonesia.
Unnoticed, robbers boarded an anchored tanker, stole ships properties and escaped. The theft was noticed during routine emergency drill.",Anchored,Asia
2019,Boarded,COG,3.0804634170251224,"08.10.2019: 2240 UTC: Posn: 04:45.4S - 011:49.7E, Pointe Noire Anchorage, The Congo.
Master onboard the anchored research vessel heard a sound near the forward and noticed one unknown person onboard. Master shouted and the person escaped. Emergency alarm raised and crew mustered. A boat was seen departing the vessel with stolen ship's store.",Anchored,Africa
2015,Boarded,IND,10.692803722944015,"23.07.2015: 2345 LT: Posn: Kandla Port Anchorage, India. 
Duty officer on board an anchored product tanker noticed two robbers who had boarded using a ladder in a small boat. Master on bridge raised the general alarm followed by PA announcement. All crew gathered on the forecastle deck. Upon hearing alarm and seeing crew alertness, the robbers jumped overboard and escaped. Nothing reported stolen. Port Control informed and security message sent to all vessels on VHF CH-16.",Anchored,Asia
2019,Boarded,IDN,2.4418804367219193,"20.08.2019: 2040 UTC: Posn: 01:06.15N – 103:53.06E, Batam Anchorage, Indonesia.
Five robbers armed with knives boarded an anchored tug. Crew alerted and alarm raised. All crew mustered in a safe location and called the local authorities who responded and boarded the tug for investigations. Deck and engine room spares were reported stolen. All crew safe.",Anchored,Asia
2015,Boarded,VNM,24.511872923302395,"18.10.2015: 0900 LT: Posn: 10:06.7N – 107:06.9E, Mui Vung Tau Anchorage, Vietnam.
Duty AB on routine rounds onboard an anchored tanker noticed two robbers on the poop deck. He shouted at them and retreated to a safe location and raised the alarm. Crew mustered and approached the robbers. Seeing the alert crew, the robbers escaped. A search was carried out and nothing found stolen. Vung Tau port control informed.",Anchored,Asia
2017,Boarded,IDN,28.71217561923939,"10.11.2017: 2215 UTC: Posn: 01:28.21N - 104:38.78E, Around 14nm NNE of Tanjung Berakit, Pulau Bintan, Indonesia.
Crew on routine rounds onboard an anchored LNG tanker noticed three unauthorised persons on the poop deck. Alarm raised and crew mustered. A search was carried throughout the tanker. The pad lock of a mooring hatch cover was found broken. Nothing reported stolen.",Anchored,Asia
2019,Boarded,GIN,9.93187351831116,"16.09.2019: 0250 UTC: Posn: 09:25.0N – 013:44.1W, Around 5nm SSW of Conakry, Guinea.
Four robbers armed with a gun and knives boarded an anchored tanker. They took hostage the duty AB, tide his hands and forced him to lead them to the bridge. Once inside the bridge the robbers took hostage the duty officer and forced him to lead them to the Captain, Chief Engineer, third officer and bosun's cabins.  After looting the cabins, the robbers locked the crew in a cabin and escaped. Crew personal belongings, cash and ship’s properties stolen.",Anchored,Africa
2017,Boarded,SLE,17.177953293108352,"30.01.2017: 0345 UTC: Posn: 08:27.3N – 013:26.4W, Freetown Outer Anchorage, Sierra Leone.
Duty deck crew onboard an anchored container ship informed the OOW that two robbers were sighted on the forecastle. Alarm raised, PA announcement made and crew mustered. Hearing the alarm and seeing the crew alertness, the robbers escaped without stealing anything.",Anchored,Africa
2019,Boarded,CIV,5.442667063993037,"19.01.2019: 2240 UTC: Posn: 05:12.4N – 004:02.8W, Abidjan Anchorage, Ivory Coast.
Two robbers armed with long knives boarded an anchored product tanker. Duty OS on routine rounds noticed a ladder hooked to the ship’s rail and two robbers near the poop deck winch. OOW notified and alarm raised. Master directed the searchlight towards the poop deck resulting in the robbers escaping with stolen ship’s stores.",Anchored,Africa
2017,Boarded,VEN,4.874812638133086,"01.03.2017: 0250 LT: Posn: 10:16.9N - 064:42.8W, Puerto La Cruz Anchorage, Venezuela.
Three robbers boarded an anchored chemical tanker. Alert crew noticed the robbers. Alarm raised and crew mustered. Seeing the crew alertness, the robbers escaped without stealing anything.",Anchored,Americas
2017,Boarded,COG,2.6053938298226353,"09.02.2017: 2130 UTC: Posn: 04:45.2S - 011:49.2E, Pointe Noire Anchorage, Congo.
Duty crew onboard an anchored supply vessel noticed a boat alongside near the bow and informed the OOW. Alarm raised and crew mustered. Seeing the crew alertness, the robbers escaped with stolen ship’s properties.",Anchored,Africa
2017,Boarded,VEN,4.714068288297275,"29.09.2017: 0630 UTC: Posn: 10:16.6N – 064:42.3W, Puerto La Cruz Anchorage, Venezuela.
Duty AB on board an anchored tanker spotted two robbers armed with knives on the poop deck and immediately informed the OOW. Alarm raised, PA announcement made and crew mastered. Hearing the alarm and seeing the crew alertness, the robbers escaped without stealing anything. Incident reported to port authorities and the local agents.",Anchored,Americas
2018,Boarded,IND,9.32218926406825,"11.10.2018: 0230 UTC: Posn: 22:49N – 070:02E, Kandla Anchorage, India.
Duty crew onboard an anchored gas tanker noticed several footprints on the main deck. Upon checking, several ship’s properties were found missing. Incident reported to local authorities.",Anchored,Asia
2016,Boarded,KEN,1.3950370669170165,"03.03.2016: 0445 LT: Posn: 04:04.6S - 039:39.8E, Mbaraki Wharf North, Mombasa. Kenya.
A robber armed with a knife boarded a berthed product tanker. Duty crew on routine rounds noticed the robber, who threatened him and escaped with ship’s stores. The duty crew informed the OOW. Alarm raised and crew mustered. Mombasa port control informed.",Berthed,Africa
2015,Boarded,IDN,2.570020155233911,"14.02.2015: 0254 LT: Posn: 03:47.3N - 098:41.9E, Berth 107, Belawan Port, Indonesia.
Ten robbers armed with knives boarded a berthed bulk carrier. Alarm raised and crew mustered. Local authorities boarded the vessel. Seeing the alerted authorities the robbers escaped with stolen ship’s cargoes.",Berthed,Asia
2018,Boarded,PER,2.626715189257431,"05.05.2018: 0530 UTC: Posn: 12:01.4S - 077:10.7W, Callao Anchorage, Peru.
Three robbers in a wooden boat with an outboard engine approached and boarded an anchored bulk carrier using a hook attached to a rope. Duty lookout noticed the robbers, raised the alarm and crew mustered. OOW sounded the ships whistle and notified the Port Authorities. Seeing the crew alertness, the robbers escaped with stolen ships stores.",Anchored,Americas
2016,Boarded,CHN,1.046817775645812,"24.04.2016: 1900 LT: Posn: 35:21.5N – 119:32.0E, Rizhao Port, China.
An unauthorised person boarded a berthed bulk carrier during cargo operations. Duty OS noticed the person hiding on the poop deck area and raised the alarm. Seeing the alerted crew, the person jumped overboard and escaped. Upon searching the vessel it was reported that ship's store were stolen. Master informed to the local agent.",Berthed,Asia
2018,Boarded,VEN,4.706076197008365,"30.01.2018: 0050 UTC: Posn: 10:16.5N - 064:42.3W, Puerto La Cruz Anchorage, Venezuela. Seven robbers armed with knives boarded an anchored tanker and took hostage the duty AB on routine rounds. They threatened him with a knife, tied him up to the windlass rail and stole his safety shoes and portable UHF radio. Another crew near the accommodation noticed the robbers and raised the alarm. Crew mustered and a search was carried out and the duty AB was released. The paint store was found broken into and ship's stores stolen. Attempts to contact the Port Control were futile.",Anchored,Americas
2017,Boarded,IDN,6.616974223568534,"07.12.2017: 2155 UTC: Posn: 00:44.4N - 104:08.1E, Galang Lay Up Anchorage, Indonesia.
Crew onboard an anchored offshore support vessel noticed robbers armed with crow bars and raised the alarm. Seeing the alerted crew the robbers escaped with stolen ship’s stores. Local authorities contacted. A security team boarded the vessel for investigations.",Anchored,Asia
2016,Boarded,PER,3.973011880979106,"27.08.2016: 0630 UTC: Posn: 12:01.0S - 077:10.9W, Callao Anchorage, Peru
Three robbers armed with guns boarded an anchored bulk carrier.  One crew on routine rounds managed to notify the bridge of the robbers presence before being taken hostage at gunpoint. Alarm raised, SSAS activated and all crew mustered on the bridge. Hearing the alarm, the robbers escaped. Incident reported to the Callao Port Control and the Coastguard sent a boarding party to investigate. All crew safe. Nothing reported stolen.",Anchored,Americas
2020,Boarded,IDN,9.5846545591368,"26.01.2020: 0324 UTC: Posn: 03:56.49N – 098:45.24E, Belawan Anchorage, Indonesia.
Deck watchmen on routine rounds onboard an anchored tanker noticed the forward storeroom broken into and ships properties missing. On searching the area, footsteps were noticed on the forecastle and it was assumed that the thieves gained access via the anchor chain.",Anchored,Asia
2019,Attempted,DZA,1.2658400923590314,"13.12.2019: 0430 UTC: Posn: Port of Algiers, Algeria.
Duty crew onboard a berthed tanker noticed three unauthorised persons attempting to board via the forward mooring ropes. Alarm raised resulting in the persons escaping. Incident reported to PFSO. A search was carried out. Nothing reported stolen.",Berthed,Africa
2017,Boarded,COD,1.4518914661081013,"07.04.2017: 0100 UTC: Posn: 05:52.11S – 013:02.49E, Congo River, Angola.
Duty crew on routine rounds onboard an anchored bulk carrier noticed six robbers on the forecastle and immediately informed the duty officer on the bridge. Alarm and ship's whistle sounded. Seeing the alerted crew, the robbers escaped in their boat with the stolen ship’s properties.",Anchored,Africa
2020,Boarded,VNM,6.502690196986156,"19.11.2020: 1030-1330 UTC: Posn: 20:55.79N – 107:18.06E, Cam Pha Anchorage, Vietnam.
Unnoticed, robbers boarded an anchored bulk carrier, stole ship’s stores and escaped. Incident noticed during routine rounds and reported to the Port Authorities.",Anchored,Asia
2016,Boarded,VNM,10.132217881611318,"07.08.2016: 0005 LT: Posn: 10:15.50N – 107:01.26E, Vung Tau Anchorage, Vietnam.
Three robbers in a small boat approached and boarded an anchored bulk carrier. Duty crew on routine rounds noticed the robbers and raised the alarm. All crew mustered on the main deck. Hearing the alarm and seeing the crew alertness, the robbers escaped in their boat, with stolen ship’s stores. Port Control informed.",Anchored,Asia
2016,Boarded,VNM,2.7588876056224994,"26.10.2016: 0330 LT: Posn: 10:23.26N - 107:03.15E, Vung Tau Anchorage, Vietnam.
Alert crew onboard an anchored container ship spotted robbers boarding the ship via a small wooden boat. Master raised the alarm and crew managed to catch one robber. The incident was reported to the Port Authorities and the robber was handed over to the local police.",Anchored,Asia
2016,Boarded,COL,1.239429825681838,"25.06.2016: 0300 – 0600 LT: Posn: 10:18.7N – 075:32.8W, Mamonal Tanker Anchorage, Colombia.
Robbers boarded an anchored product tanker and escaped with ship’s properties unnoticed. The theft was discovered by the deck crew while performing routine work near the forepeak store. Alarm raised and crew mustered. Investigations indicated the robbers had gained access to the vessel via the hawse pipe. Incident reported to port control and coast guard.",Anchored,Americas
2018,Boarded,GHA,4.832774128051561,"29.04.2018: 0400 UTC: Posn: 04:54N - 001:41W, Takoradi anchorage, Ghana.
Crew on board an anchored bulk carrier noticed a robber on the poop deck and raised the alarm. Seeing the alerted crew, the robber escaped without stealing anything.",Anchored,Africa
2018,Attempted,CHN,7.823772467731289,"17.03.2018: 1640 UTC: Posn: 38:51.2 N - 118 36.6 E, Caofeidian Anchorage, China.
Three robbers, in a small boat, approached an anchored bulk carrier and attempted to board using ropes attached with hooks. The crew noticed the robbers, informed the Master and raised the alarm. Seeing the alerted crew, the robbers aborted the attempted boarding and escaped empty handed.",Anchored,Asia
2015,Boarded,IDN,8.410228113179373,"21.03.2015: 0230 LT: Posn: 03:56N – 098:45E, Belawan Anchorage, Indonesia.
Five robbers armed with a gun and knives boarded an anchored bulk carrier. They took hostage the duty AB and tied him up. The robbers stole ship's stores from the paint locker and escaped. The AB managed to untie himself and informed bridge who raised the alarm. Crew mustered and a search was carried out.",Anchored,Asia
2016,Attempted,MAR,0.4518870241845632,"23.09.2016: 0145 LT: Posn: Port of Casablanca, Morocco.
Duty crew onboard a berthed bulk carrier observed two suspicious persons hiding on the jetty. The persons attempted to board the vessel at four different times but were unsuccessful because of the alert crew.  Incident reported to the PFSO and agent. No action taken.",Berthed,Africa
2019,Boarded,PHL,7.846444046119394,"26.03.2019: 2030 UTC: Posn: 14:33.3N – 120:54.1E, Manila South Quarantine Anchorage, Philippines.
Unnoticed, robbers boarded an anchored container ship and escaped with ship’s properties. The theft was noticed by duty watchman during routine rounds. It was reported that the razor wire installed at the hawse pipe was removed, footprints were found on the deck and the bosun store was broken into. VTMS Manila and local agent informed. Coast Guard boarded the ship for investigation.",Anchored,Asia
2018,Boarded,ECU,0.9294095992399588,"25.02.2018: 0842 UTC, Posn: 02:21.3S - 079:59.7W, Guayaquil Inner Anchorage, Ecuador. 
Duty AB on routine rounds onboard an anchored container ship saw five robbers on the aft deck. One robber, with a gun was seen near the entrance to the steering gear room. The AB immediately retreated and informed the Duty Officer. Alarm raised and port control notified. A coast guard boat was sent to the vessel. All crew safe. Nothing reported stolen.",Anchored,Americas
2017,Boarded,BGD,4.953592125095474,"02.09.2017: 1945 UTC: Posn: 22:14.08N – 091:44.53E, Chittagong Alpha Anchorage, Bangladesh.
Four robbers armed with long knives boarded an anchored bulk carrier during cargo operations. The watchmen and duty AB on routine rounds noticed the robbers on the forecastle and informed the bridge. Alarm raised and crew alerted. Hearing the alarm, the robbers escaped with stolen ship’s stores. Port control and coast guard were informed.",Anchored,Asia
2018,Attempted,VEN,7.318940801001289,"23.05.2018: 0700 UTC: Posn: 10:11.34N – 064:47.74W, Puerto Jose Anchorage, Venezuela.
A white skiff with three robbers onboard came alongside an anchored product tanker. They tried to board the tanker via the poop deck. Duty crew spotted the robbers and raised the alarm resulting in the robbers aborting the attempted boarding and moving away.",Anchored,Americas
2020,Boarded,HTI,1.8804028936748791,"10.05.2020: 0600 UTC: Posn: 18:41.44N – 072:21.46W, Lafiteau Port, Haiti.
Duty AB on routine rounds onboard a berthed bulk carrier noticed an aft mooring rope missing. Alarm raised, crew mustered and a search was carried out onboard the ship. Port Control and agents notified. The PFSO and Terminal Authorities also searched the port area and around the ship.",Berthed,Americas
2017,Boarded,VEN,0.6678544656153759,"02.05.2017:  0650 UTC: Posn: 10:14.75N - 064:33.44W, Berth No.5, Pertigalete, Venezuela.
Three robbers armed with knives boarded a berthed cement carrier. Alarm raised and crew mustered. Seeing the crew alertness, the robbers escaped without stealing anything.",Berthed,Americas
2020,Boarded,BGD,0.8936011439513157,"07.02.2020: 1310 UTC: Posn: 21:41.72N – 091:50.34E, Matarbari Anchorage, Bangladesh.
Duty AB onboard an anchored tug noticed robbers armed with knives boarding the tug and immediately informed the Duty Officer. Alarm raised and crew mustered. Robbers stole ship’s stores and escaped. Incident reported to the Coast Guard who boarded the tug for investigation.",Anchored,Asia
2018,Attempted,CMR,2.0692669326614457,"21.01.2018: 0001 UTC: Posn: 04:00.8N  009:40.3E, Douala Port, Cameroon.
Two robbers attempted to board a berthed utility vessel via the scaffolding installed at the stern. The Duty Watchman noticed the robbers and informed the security guard on board who fired a warning shot, resulting in the robbers aborting the attempted boarding and escaped. Port authority informed.",Berthed,Africa
2018,Boarded,NGA,6.177378148060078,"31.01.2018: 2206 UTC: Lagos Anchorage, Nigeria. 
Duty AB on routine rounds onboard an anchored tanker noticed two small boats tied up to the anchor chain and one robber on the forecastle deck. Duty Officer on bridge notified. Alarm raised and fog horn sounded. Seeing the alerted crew, the robber escaped. Nigerian Navy patrol boat notified. The patrol boat arrived and searched the waters around the tanker. Crew searched the tanker. Nothing reported stolen.",Anchored,Africa
2018,Attempted,IND,9.756195868264909,"09.02.2018: 1930 UTC: Posn: 22:11.56N - 088:09.59E, Diamond Harbour Anchorage, Kolkata India. 
Duty AB on routine rounds onboard an anchored bulk carrier heard an unusual sound coming from the anchor chain. Upon checking, he noticed one robber climbing the anchor chain. He also saw two more persons waiting in a small boat. The duty AB shouted at the robber resulting in the robber aborting the climb and escaping.",Anchored,Asia
2017,Boarded,NGA,28.224965481360645,"11.11.2017: 0822 UTC: Posn: 04:07.10N - 006:59.57E, Around 17nm SSW Of Bonny Island, Nigeria.
Armed pirates boarded a drifting bulk carrier. They entered the bridge and fired their weapons damaging the bridge windows. The pirates stole ship's properties, crew personal belongings, kidnapped 10 crew and escaped in their boat. Two Nigerian navy vessels intercepted the pirates, rescued the crew and apprehended five pirates. The ship was escorted into the inner anchorage under naval escort and armed guards were placed onboard during the vessel's stay. On 12 Nov 2017, the ship resumed passage under naval escort to Port Harcourt and berthed.",Berthed,Africa
2015,Boarded,COL,1.05964204023326,"28.06.2015: 0245 LT: Posn: 10:22.86N – 075:33.69W, Cartagena Anchorage, Columbia.
Five robbers armed with guns boarded an anchored general cargo ship from a wooden boat. They entered the forecastle store and stole ship's properties. When duty crew sighted the robbers, alarm raised and crew mustered. The robbers escaped with stolen properties.",Anchored,Americas
2015,Boarded,PHL,14.70051901761369,"19.12.2015: 0430 LT: Posn: 14:35N - 120:49E, Manila Anchorage, Philippines.
Robbers boarded an anchored container ship unnoticed, stole ship’s properties and escaped. The incident was discovered later in the day.",Anchored,Asia
